,Brand,Model,Rank,Benchmark,Samples,Brand,Model,Rank,Benchmark,Samples,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip
247,Zotac,Zotac RTX 2060 6GB Twin,57,88.6,653453,Nvidia,710M,428.0,3.55,2228.0,1.024,64.0,775.0,900.0,16.0,8.0,No,PCIe 2.0 x16,DDR3,GF117
248,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC,57,88.6,653453,AMD,Radeon HD 7650M,431.0,3.53,532.0,1.024,128.0,450.0,800.0,24.0,16.0,No,PCIe 2.0 x16,DDR3,Thames
249,EVGA,EVGA RTX 2060 6GB XC Ultra Gaming,57,88.6,653453,Nvidia,Quadro K600,434.0,3.5,8792.0,1.024,128.0,876.0,891.0,16.0,16.0,No,PCIe 2.0 x16,DDR3,GK107
250,Gigabyte,Gigabyte RTX 2060 6GB Windforce OC,57,88.6,653453,Nvidia,Quadro K1000M,436.0,3.48,3965.0,2.0,128.0,850.0,900.0,16.0,16.0,No,MXM-A (3.0),DDR3,GK107
251,MSI,MSI RTX 2060 6GB Gaming Z,57,88.6,653453,Nvidia,GT 635M,437.0,3.47,3034.0,2.0,128.0,675.0,900.0,24.0,16.0,No,PCIe 2.0 x16,DDR3,GF116
252,Asus,Asus RTX 2060 6GB ROG STRIX,57,88.6,653453,Nvidia,GT 635M,437.0,3.47,3034.0,2.0,128.0,650.0,900.0,24.0,16.0,No,PCIe 2.0 x16,DDR3,GF116
253,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC Pro ,57,88.6,653453,Nvidia,GT 635M,437.0,3.47,3034.0,1.024,64.0,660.0,900.0,16.0,4.0,No,MXM-A (3.0),DDR3,GF108
254,EVGA,EVGA RTX 2060 6GB Gaming,57,88.6,653453,Nvidia,GT 635M,437.0,3.47,3034.0,1.024,128.0,660.0,900.0,16.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
255,EVGA,EVGA RTX 2060 KO 6GB Ultra Gaming,57,88.6,653453,Nvidia,GTS 250M,439.0,3.44,294.0,1.024,128.0,500.0,800.0,32.0,8.0,No,PCIe 2.0 x16,GDDR5,GT215
256,EVGA,EVGA RTX 2060 KO 6GB Gaming,57,88.6,653453,Nvidia,Quadro FX 1800,440.0,3.42,6328.0,0.768,192.0,550.0,800.0,32.0,12.0,No,PCIe 2.0 x16,GDDR3,G94
257,MSI,MSI RTX 2060 6GB Ventus XS,57,88.6,653453,Nvidia,GT 430,442.0,3.38,19825.0,0.512,64.0,700.0,800.0,16.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
258,Nvidia,RTX 3060 (Laptop),58,88.6,62203,Nvidia,GT 630M,443.0,3.36,7356.0,2.0,128.0,800.0,900.0,16.0,4.0,No,MXM-A (3.0),GDDR5,GF117
259,AMD,RX 5700,59,85.0,27019,Nvidia,GT 630M,443.0,3.36,7356.0,1.024,64.0,660.0,900.0,16.0,4.0,No,MXM-A (3.0),DDR3,GF108
260,AMD,PowerColor RX 5700 8GB,59,85.0,27019,Nvidia,GT 630M,443.0,3.36,7356.0,1.024,64.0,660.0,900.0,16.0,4.0,No,MXM-A (3.0),DDR3,GF108
261,AMD,Sapphire RX 5700 8GB,59,85.0,27019,Nvidia,GT 710,444.0,3.36,170781.0,1.024,64.0,810.0,898.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF119
262,AMD,XFX RX 5700 8GB,59,85.0,27019,Nvidia,GT 710,444.0,3.36,170781.0,2.0,64.0,954.0,900.0,16.0,8.0,No,PCIe 2.0 x8,DDR3,GK208B
263,AMD,MSI RX 5700 8GB,59,85.0,27019,Nvidia,GT 710,444.0,3.36,170781.0,2.0,64.0,954.0,900.0,16.0,8.0,No,PCIe 2.0 x8,DDR3,GK208
264,Sapphire,Sapphire RX 5700 8GB Pulse,59,85.0,27019,Nvidia,Quadro 1000M,446.0,3.33,6035.0,2.0,128.0,700.0,900.0,16.0,4.0,No,MXM-A (3.0),DDR3,GF108
265,MSI,MSI RX 5700 8GB Mech,59,85.0,27019,Nvidia,NVS 5200M,449.0,3.27,1727.0,1.024,64.0,625.0,900.0,16.0,4.0,No,MXM,DDR3,GF117
266,Sapphire,Sapphire RX 5700 8GB Pulse,59,85.0,27019,Nvidia,NVS 5200M,449.0,3.27,1727.0,1.024,64.0,672.0,785.0,16.0,4.0,No,MXM,GDDR5,GF108
267,PowerColor,PowerColor RX 5700 8GB Red Devil,59,85.0,27019,ATI,Radeon HD 4670,450.0,3.2,19856.0,0.512,128.0,750.0,1000.0,32.0,8.0,No,PCIe 2.0 x16,GDDR3,RV730
268,XFX,XFX RX 5700 8GB DD Ultra,59,85.0,27019,Nvidia,NVS 510,451.0,3.19,2295.0,2.0,128.0,797.0,891.0,16.0,16.0,No,PCIe 2.0 x16,DDR3,GK107
269,Gigabyte,Gigabyte RX 5700 8GB Gaming OC,59,85.0,27019,Nvidia,GT 435M,452.0,3.18,614.0,1.024,128.0,590.0,800.0,16.0,16.0,No,PCIe 2.0 x16,DDR3,GF106
270,MSI,MSI RX 5700 8GB Evoke OC,59,85.0,27019,Nvidia,GT 435M,452.0,3.18,614.0,2.0,128.0,650.0,800.0,16.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
271,Nvidia,RTX 2070S (Super Mobile Max-Q),60,83.8,3516,Nvidia,Quadro 600,454.0,3.16,15796.0,1.024,128.0,640.0,800.0,16.0,8.0,No,PCIe 2.0 x16,DDR3,GF108
272,AMD,RX Vega-56,61,82.2,100910,Nvidia,GT 540M,456.0,3.13,14391.0,1.024,128.0,672.0,900.0,16.0,4.0,No,MXM-A (3.0),DDR3,GF108
273,AMD,Sapphire RX Vega 56 8GB,61,82.2,100910,Nvidia,Quadro FX 3600M,459.0,3.1,116.0,0.512,256.0,500.0,800.0,48.0,16.0,No,MXM-HE,GDDR3,G92
274,AMD,XFX RX Vega 56 8GB,61,82.2,100910,Nvidia,Quadro FX 3600M,459.0,3.1,116.0,0.512,256.0,500.0,799.0,32.0,16.0,No,MXM-HE,GDDR3,G92
275,AMD,Gigabyte RX Vega 56 8GB,61,82.2,100910,AMD,Radeon HD 7610M,463.0,3.04,309.0,1.024,128.0,450.0,800.0,20.0,8.0,No,PCIe 2.0 x16,GDDR3,Whistler
276,MSI,MSI RX Vega 56 8GB Gaming Air Boost,61,82.2,100910,ATI,Radeon HD 4650,465.0,2.89,1673.0,0.256,128.0,600.0,700.0,32.0,8.0,No,PCIe 2.0 x16,GDDR3,RV730
277,Gigabyte,Gigabyte RX Vega 56 8GB OC,61,82.2,100910,ATI,Mobility Radeon HD 4650,469.0,2.8,4472.0,0.512,128.0,500.0,600.0,32.0,8.0,No,PCIe 2.0 x16,DDR2,M96
278,Sapphire,Sapphire RX Vega 56 8GB Pulse,61,82.2,100910,Nvidia,Quadro FX 1800M,471.0,2.78,1190.0,1.024,128.0,561.0,550.0,24.0,8.0,No,MXM-A (3.0),GDDR5,GT215
279,ASRock,ASRock RX Vega 56 8GB Phantom Gaming X,61,82.2,100910,Nvidia,GT 335M,474.0,2.72,924.0,1.024,128.0,450.0,800.0,24.0,8.0,No,PCIe 2.0 x16,GDDR3,GT215
280,AMD,RX 5600-XT,62,80.7,25892,Nvidia,GT 425M,476.0,2.7,2997.0,1.024,128.0,560.0,800.0,16.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
281,Sapphire,Sapphire RX 5600 XT 6GB Pulse,62,80.7,25892,Nvidia,Quadro FX 2700M,478.0,2.62,798.0,0.512,256.0,530.0,799.0,24.0,16.0,No,MXM-HE,GDDR3,G94
282,PowerColor,PowerColor RX 5600 XT 6GB Red Devil,62,80.7,25892,Nvidia,GT 525M,481.0,2.56,8884.0,1.024,128.0,600.0,900.0,16.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
283,XFX,XFX RX 5600 XT 6GB Thicc II PRO,62,80.7,25892,Nvidia,GT 420M,483.0,2.45,1915.0,0.512,128.0,500.0,800.0,16.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
284,XFX,XFX RX 5600 XT 6GB Thicc II PRO,62,80.7,25892,Nvidia,GT 220,489.0,2.29,18689.0,1.024,128.0,600.0,700.0,24.0,8.0,No,PCIe 2.0 x16,GDDR3,G94
285,Gigabyte,Gigabyte RX 5600 XT 6GB Gaming OC,62,80.7,25892,Nvidia,GT 220,489.0,2.29,18689.0,0.512,128.0,615.0,1000.0,16.0,8.0,No,PCIe 2.0 x16,DDR2,GT216
286,Gigabyte,Gigabyte RX 5600 XT 6GB Windforce OC,62,80.7,25892,Nvidia,GT 620,491.0,2.21,16566.0,1.024,64.0,700.0,900.0,16.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
287,MSI,MSI RX 5600 XT 6GB Gaming MX,62,80.7,25892,Nvidia,GT 330M,492.0,2.16,7624.0,1.024,128.0,575.0,800.0,16.0,8.0,No,MXM-A (3.0),GDDR3,GT216
288,Nvidia,GTX 980 Ti,63,79.9,218447,Nvidia,NVS 5100M,494.0,2.13,1887.0,1.024,128.0,550.0,800.0,16.0,8.0,No,MXM-A (3.0),GDDR3,GT216
289,EVGA,EVGA GTX 980 Ti 6GB ACX SC+ ACX 2.0+ w/BP,63,79.9,218447,Nvidia,GT 240M,495.0,2.13,2412.0,1.024,128.0,550.0,800.0,16.0,8.0,No,PCIe 2.0 x16,GDDR3,GT216
290,EVGA,EVGA GTX 980 Ti 6GB SC,63,79.9,218447,Nvidia,Quadro FX 880M,496.0,2.11,4649.0,1.024,128.0,550.0,790.0,16.0,8.0,No,MXM-A (3.0),GDDR3,GT216
291,Asus,ASUS GTX 980 Ti 6GB,63,79.9,218447,Nvidia,GT 520MX,498.0,2.07,1569.0,1.024,64.0,900.0,900.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF119
292,MSI,MSI GTX 980 Ti 6GB Gaming,63,79.9,218447,Nvidia,9700M GT,500.0,2.05,300.0,0.512,128.0,625.0,800.0,16.0,8.0,No,MXM-II,GDDR3,G96
293,Gigabyte,Gigabyte GTX 980 Ti 6GB GV-N98TG1,63,79.9,218447,AMD,Radeon HD 7470M,503.0,1.98,451.0,1.024,64.0,750.0,900.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,Seymour
294,Gigabyte,Gigabyte GTX 980 Ti 6GB Windforce 3X OC,63,79.9,218447,Nvidia,GT 130M,505.0,1.95,682.0,1.024,128.0,600.0,800.0,16.0,8.0,No,PCIe 2.0 x16,GDDR3,G96C
295,MSI,MSI GTX 980 TI 6GB OC GOLDEN LE,63,79.9,218447,Nvidia,8600 GTS,508.0,1.91,2643.0,0.256,128.0,675.0,1000.0,16.0,8.0,No,PCIe 1.0 x16,GDDR3,G84
296,EVGA,EVGA GTX 980 Ti 6GB Classified Gaming ACX 2.0+,63,79.9,218447,AMD,Radeon HD 6470M,511.0,1.87,4454.0,0.512,64.0,700.0,800.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,Seymour
297,Nvidia,GTX 1070,64,79.8,1286823,Nvidia,GT 230M,512.0,1.86,2887.0,1.024,128.0,500.0,800.0,16.0,8.0,No,PCIe 2.0 x16,GDDR3,GT216
298,Asus,ASUS GTX 1070 8GB Founders Edition,64,79.8,1286823,Nvidia,610M,514.0,1.86,4709.0,1.024,64.0,738.0,900.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF119
299,Nvidia,ZOTAC GTX 1070 8GB Founders Edition ,64,79.8,1286823,Nvidia,610M,514.0,1.86,4709.0,1.024,64.0,672.0,800.0,8.0,2.0,No,PCIe 2.0 x16,DDR3,GF108
300,Nvidia,PNY GTX 1070 8GB Founders Edition,64,79.8,1286823,Nvidia,610M,514.0,1.86,4709.0,1.024,64.0,625.0,900.0,8.0,8.0,No,PCIe 2.0 x16,DDR3,GF117
301,Nvidia,Gigabyte GTX 1070 8GB Founders Edition,64,79.8,1286823,Nvidia,GT 520,515.0,1.86,14402.0,1.024,64.0,810.0,900.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF119
302,Nvidia,MSI GTX 1070 Founders Edition,64,79.8,1286823,Nvidia,Quadro 400,516.0,1.84,1010.0,0.512,64.0,450.0,770.0,16.0,8.0,No,PCIe 2.0 x16,DDR3,GT216
303,EVGA,EVGA GTX 1070 8GB Founders Edition,64,79.8,1286823,Nvidia,9500 GS,518.0,1.77,1398.0,0.512,128.0,550.0,504.0,16.0,8.0,No,PCIe 2.0 x16,DDR2,G96
304,MSI,MSI GTX 1070 8GB GAMING X,64,79.8,1286823,Nvidia,GT 610,519.0,1.77,59248.0,1.024,64.0,810.0,898.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF119
305,MSI,MSI GTX 1070 8GB GAMING X,64,79.8,1286823,Nvidia,GT 520M,522.0,1.74,5728.0,1.024,64.0,740.0,800.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF119
306,Gigabyte,Gigabyte GTX 1070 8GB G1 Gaming,64,79.8,1286823,Nvidia,GT 520M,522.0,1.74,5728.0,1.024,64.0,672.0,800.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
307,MSI,MSI GTX 1070 8GB ARMOR OC,64,79.8,1286823,Nvidia,NVS 4200M,523.0,1.74,6469.0,1.024,64.0,810.0,800.0,8.0,4.0,No,MXM,DDR3,GF119
308,EVGA,EVGA GTX 1070 8GB SC GAMING,64,79.8,1286823,Nvidia,Quadro FX 770M,524.0,1.74,844.0,0.512,128.0,500.0,800.0,16.0,8.0,No,MXM-II,GDDR3,G96
309,Asus,Asus GTX 1070 8GB STRIX OC,64,79.8,1286823,Nvidia,GT 220M,529.0,1.67,960.0,0.512,128.0,500.0,800.0,16.0,8.0,No,MXM-II,GDDR3,G96C
310,EVGA,EVGA GTX 1070 8GB FTW Gaming,64,79.8,1286823,AMD,Radeon HD 6450,531.0,1.66,30909.0,0.512,64.0,625.0,800.0,8.0,4.0,No,PCIe 2.0 x16,GDDR5,Caicos
311,Asus,Asus GTX 1070 8GB STRIX,64,79.8,1286823,Nvidia,Quadro FX 1600M,533.0,1.65,423.0,0.512,128.0,625.0,800.0,16.0,8.0,No,MXM-HE,GDDR3,G84
312,Zotac,Zotac GTX 1070 8GB AMP! Extreme,64,79.8,1286823,Nvidia,9500 GT,535.0,1.59,27299.0,0.512,128.0,600.0,1000.0,16.0,8.0,No,PCIe 2.0 x16,GDDR3,G96
313,Gigabyte,Gigabyte GTX 1070 8GB Windforce OC,64,79.8,1286823,ATI,Mobility Radeon HD 3670,538.0,1.56,405.0,0.256,128.0,680.0,800.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,M86
314,MSI,MSI GTX 1070 8GB Gaming,64,79.8,1286823,Nvidia,7900 GTX,542.0,1.53,191.0,0.512,256.0,650.0,800.0,24.0,16.0,No,PCIe 1.0 x16,GDDR3,G71
315,Asus,Asus GTX 1070 8GB Dual OC,64,79.8,1286823,Nvidia,Quadro NVS 320M,544.0,1.51,171.0,0.512,128.0,575.0,700.0,16.0,8.0,No,MXM-HE,GDDR3,G84
316,EVGA,EVGA GTX 1070 8GB SC Gaming ACX 3.0,64,79.8,1286823,Nvidia,Quadro FX 580,547.0,1.45,5941.0,0.512,128.0,450.0,800.0,16.0,8.0,No,PCIe 2.0 x16,GDDR3,G96C
317,EVGA,EVGA GTX 1070 8GB Gaming ACX 3.0,64,79.8,1286823,Nvidia,8600 GT,551.0,1.4,7840.0,0.512,128.0,540.0,700.0,16.0,8.0,No,PCIe 1.0 x16,GDDR3,G84
318,EVGA,EVGA GTX 1070 8GB FTW DT Gaming,64,79.8,1286823,Nvidia,410M,552.0,1.4,4591.0,0.512,64.0,574.0,800.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF119
319,Gainward,Gainward GTX 1070 8GB Phoenix GS,64,79.8,1286823,ATI,Mobility FireGL V5700,553.0,1.36,178.0,0.512,128.0,600.0,700.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,M86
320,Gigabyte,Gigabyte GTX 1070 8GB XTREME,64,79.8,1286823,Nvidia,Quadro FX 570M,555.0,1.33,445.0,0.512,128.0,475.0,700.0,16.0,8.0,No,PCIe 1.0 x16,GDDR3,G84
321,Asus,Asus GTX 1070 8GB Turbo,64,79.8,1286823,Nvidia,GT 415M,556.0,1.27,85.0,0.512,128.0,500.0,800.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF108
322,MSI,MSI GTX 1070 8GB SEA HAWK X,64,79.8,1286823,Nvidia,NVS 310,557.0,1.26,4759.0,0.512,64.0,523.0,875.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GF119
323,Gigabyte,Gigabyte GTX 1070 8GB Mini ITX OC,64,79.8,1286823,ATI,Mobility Radeon HD 545v,560.0,1.23,656.0,0.512,64.0,720.0,800.0,8.0,4.0,No,MXM-A (3.0),GDDR3,M92
324,EVGA,EVGA GTX 1070 8GB FTW2,64,79.8,1286823,ATI,Mobility Radeon HD 3650,561.0,1.17,3287.0,0.512,128.0,500.0,700.0,8.0,4.0,No,MXM-II,GDDR3,M86
325,AMD,RX 6700M,65,79.5,62,Nvidia,8600M GT,562.0,1.17,2101.0,0.512,128.0,475.0,400.0,16.0,8.0,No,MXM-II,DDR2,G84
326,Nvidia,RTX 2070 (Mobile Max-Q),66,78.6,9581,Nvidia,8600M GT,562.0,1.17,2101.0,0.512,128.0,475.0,700.0,16.0,8.0,No,MXM-II,GDDR3,G84
327,Nvidia,GTX 1080 (Mobile Max-Q),67,78.1,3126,Nvidia,Quadro FX 1700,563.0,1.15,2644.0,0.512,256.0,460.0,400.0,16.0,8.0,No,PCIe 1.0 x16,DDR2,G84
328,Nvidia,GTX Titan X,68,76.9,18905,ATI,Mobility Radeon HD 4570,565.0,1.14,393.0,0.512,64.0,680.0,800.0,8.0,4.0,No,MXM-II,GDDR3,M92
329,EVGA,EVGA GTX TITAN X 12GB SC,68,76.9,18905,ATI,Mobility Radeon HD 2600,567.0,1.12,958.0,0.256,128.0,500.0,400.0,8.0,4.0,No,MXM-II,DDR2,M76
330,Asus,ASUS GTX TITAN X 12GB,68,76.9,18905,AMD,Radeon HD 6370M,568.0,1.1,748.0,1.024,64.0,750.0,800.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,Robson
331,EVGA,EVGA GTX TITAN X 12GB,68,76.9,18905,Nvidia,7800 GTX,570.0,1.06,207.0,0.256,256.0,430.0,600.0,24.0,16.0,No,PCIe 1.0 x16,GDDR3,G70
332,Nvidia,GTX 1660 Ti,69,76.2,320515,Nvidia,Quadro FX 4500,572.0,1.01,309.0,0.512,256.0,430.0,525.0,24.0,16.0,No,PCIe 1.0 x16,GDDR3,G70
333,MSI,MSI GTX 1660 Ti 6GB Ventus XS OC,69,76.2,320515,Nvidia,7900 GS,573.0,0.99,588.0,0.256,256.0,450.0,660.0,20.0,16.0,No,PCIe 1.0 x16,GDDR3,G71
334,EVGA,EVGA GTX 1660 Ti 6GB Black Gaming,69,76.2,320515,ATI,Radeon HD 4550,574.0,0.99,3265.0,0.256,64.0,600.0,655.0,8.0,4.0,No,PCIe 2.0 x16,DDR2,RV710
335,MSI,MSI GTX 1660 Ti 6GB Gaming X,69,76.2,320515,Nvidia,GT 320M,575.0,0.95,1807.0,1.024,128.0,500.0,790.0,8.0,8.0,No,PCIe 2.0 x16,DDR3,GT216
336,Asus,Asus GTX 1660 Ti 6GB Dual,69,76.2,320515,Nvidia,GT 320M,575.0,0.95,1807.0,0.512,128.0,500.0,800.0,16.0,8.0,No,MXM-II,GDDR3,G96C
337,EVGA,EVGA GTX 1660 Ti 6GB XC Gaming,69,76.2,320515,Nvidia,Quadro FX 3500,576.0,0.95,594.0,0.256,256.0,450.0,660.0,20.0,16.0,No,PCIe 1.0 x16,GDDR3,G71
338,Gigabyte,Gigabyte GTX 1660 Ti 6GB Windforce OC,69,76.2,320515,Nvidia,7800 GT,577.0,0.94,231.0,0.256,256.0,400.0,500.0,20.0,16.0,No,PCIe 1.0 x16,GDDR3,G70
339,Gigabyte,Gigabyte GTX 1660 Ti 6GB OC,69,76.2,320515,ATI,Mobility Radeon HD 5470,578.0,0.93,16176.0,0.512,64.0,750.0,800.0,8.0,4.0,No,PCIe 2.0 x16,GDDR5,Park
340,Asus,Asus GTX 1660 Ti 6GB Phoenix,69,76.2,320515,Nvidia,310M,579.0,0.91,8427.0,1.024,64.0,606.0,667.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GT218
341,AMD,RX 6600,70,76.2,18320,Nvidia,310M,579.0,0.91,8427.0,0.512,64.0,625.0,790.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GT218
342,Asus,Asus RX 6600 8GB Dual,70,76.2,18320,Nvidia,310M,579.0,0.91,8427.0,0.512,64.0,625.0,800.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,GT218
343,XFX,XFX RX 6600 8GB Speedster SWFT 210,70,76.2,18320,Nvidia,9400 GT,582.0,0.9,12738.0,0.512,128.0,550.0,400.0,8.0,4.0,No,PCIe 2.0 x16,DDR2,G96C
344,Gigabyte,Gigabyte RX 6600 8GB Eagle,70,76.2,18320,Nvidia,9400 GT,582.0,0.9,12738.0,0.128,64.0,459.0,600.0,8.0,4.0,No,PCIe 2.0 x16,DDR2,G86
345,MSI,MSI RX 6600 8GB Mech 2X OC,70,76.2,18320,Nvidia,G210M,584.0,0.89,1372.0,0.512,64.0,625.0,800.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,GT218
346,Sapphire,Sapphire RX 6600 8GB Pulse,70,76.2,18320,Nvidia,315M,586.0,0.88,3260.0,0.512,64.0,606.0,800.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,GT218
347,PowerColor,PowerColor RX 6600 8GB Hellhound,70,76.2,18320,AMD,FirePro 2270,587.0,0.86,472.0,0.512,64.0,600.0,600.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,Cedar
348,PowerColor,PowerColor RX 6600 8GB Fighter,70,76.2,18320,Nvidia,Quadro FX 380,588.0,0.86,1159.0,0.256,128.0,450.0,700.0,8.0,8.0,No,PCIe 2.0 x16,GDDR3,G96
349,Nvidia,Quadro M6000 24GB,71,75.3,336,ATI,Mobility Radeon HD 4350,589.0,0.86,1840.0,0.512,64.0,450.0,600.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,M92
350,Nvidia,Quadro M6000,72,73.3,596,AMD,Radeon HD 6350,590.0,0.85,2833.0,0.512,64.0,650.0,400.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,Cedar
351,Nvidia,RTX 3050,73,72.9,22587,Nvidia,NVS 3100M,591.0,0.84,8765.0,0.512,64.0,606.0,790.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,GT218
352,Asus,Asus RTX 3050 8GB ROG Strix OC,73,72.9,22587,ATI,Mobility Radeon HD 530v,592.0,0.84,249.0,0.512,64.0,500.0,600.0,8.0,4.0,No,MXM-A (3.0),GDDR3,M92
353,Asus,Asus RTX 3050 8GB Phoenix,73,72.9,22587,AMD,Radeon HD 5450,597.0,0.81,64090.0,0.512,64.0,650.0,400.0,8.0,4.0,No,PCIe 2.0 x16,DDR2,Cedar
354,Asus,Asus RTX 3050 8GB Dual OC,73,72.9,22587,Nvidia,305M,598.0,0.81,45.0,0.512,64.0,525.0,700.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,GT218
355,Gigabyte,Gigabyte RTX 3050 8GB Gaming OC,73,72.9,22587,Nvidia,NVS 300,601.0,0.77,2470.0,0.512,64.0,520.0,790.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GT218
356,MSI,MSI RTX 3050 8GB Ventus 2X OC,73,72.9,22587,Nvidia,210,602.0,0.77,63076.0,0.512,64.0,520.0,400.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GT218
357,EVGA,EVGA RTX 3050 8GB XC Gaming,73,72.9,22587,ATI,Radeon HD 4250,605.0,0.76,5677.0,0.512,64.0,594.0,396.0,4.0,4.0,No,PCIe 2.0 x16,DDR2,RV620
358,Zotac,Zotac RTX 3050 8GB Twin Edge OC,73,72.9,22587,Nvidia,8400 GS,607.0,0.75,18976.0,0.256,64.0,459.0,400.0,8.0,4.0,No,PCIe 1.0 x16,DDR2,G86
359,MSI,MSI RTX 3050 8GB Gaming X,73,72.9,22587,Nvidia,8600M GS,609.0,0.73,898.0,0.512,128.0,450.0,400.0,8.0,4.0,No,MXM-II,DDR2,G86
360,Gigabyte,Gigabyte RTX 3050 8GB Eagle OC,73,72.9,22587,Nvidia,7600 GT,612.0,0.7,1214.0,0.256,128.0,560.0,700.0,12.0,8.0,No,PCIe 1.0 x16,GDDR3,G73
361,AMD,RX 6700S (Laptop),74,71.6,249,Nvidia,Quadro NVS 295,613.0,0.69,1000.0,0.256,64.0,540.0,695.0,4.0,4.0,No,PCIe 1.0 x16,GDDR3,G98
362,Nvidia,GTX 1070 (Mobile),75,71.1,99495,Nvidia,8500 GT,619.0,0.66,4617.0,0.256,128.0,459.0,400.0,8.0,4.0,No,PCIe 1.0 x16,GDDR3,G86
363,AMD,RX 6600M,76,70.9,341,ATI,Radeon HD 3450,622.0,0.64,4640.0,0.256,64.0,600.0,500.0,4.0,4.0,No,PCIe 2.0 x16,DDR2,RV620
364,Nvidia,GTX 1660S (Super),77,70.5,404070,Nvidia,Quadro FX 570,623.0,0.64,1367.0,0.256,128.0,460.0,400.0,8.0,8.0,No,PCIe 1.0 x16,DDR2,G84
365,MSI,MSI GTX 1660 Super 6GB Ventus XS OC,77,70.5,404070,Nvidia,8400M GT,624.0,0.64,371.0,0.512,128.0,450.0,600.0,8.0,4.0,No,PCIe 1.0 x16,GDDR3,G86
366,Gigabyte,Gigabyte GTX 1660 Super 6GB OC,77,70.5,404070,Nvidia,G105M,629.0,0.61,2388.0,0.512,64.0,535.0,790.0,8.0,4.0,No,PCIe 2.0 x16,DDR3,GT218
367,EVGA,EVGA GTX 1660 Super 6GB SC Ultra Gaming,77,70.5,404070,Nvidia,G105M,629.0,0.61,2388.0,0.512,64.0,640.0,700.0,4.0,4.0,No,PCIe 2.0 x16,GDDR3,G98
368,Zotac,Zotac GTX 1660 Super 6GB Compact,77,70.5,404070,Nvidia,G105M,629.0,0.61,2388.0,0.256,64.0,500.0,700.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,GT218
369,MSI,MSI GTX 1660 Super 6GB Gaming X,77,70.5,404070,Nvidia,Quadro FX 1500,633.0,0.57,499.0,0.256,256.0,325.0,625.0,16.0,16.0,No,PCIe 1.0 x16,GDDR3,G71
370,Asus,Asus GTX 1660 Super 6GB Dual Evo,77,70.5,404070,Nvidia,Quadro NVS 290,635.0,0.56,1546.0,0.256,64.0,459.0,400.0,8.0,4.0,No,PCIe 1.0 x16,DDR2,G86
371,Asus,Asus GTX 1660 Super 6GB TUF Gaming,77,70.5,404070,Nvidia,Quadro NVS 140M,637.0,0.55,885.0,0.512,64.0,400.0,600.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,G86
372,Nvidia,RTX 2060 (Mobile),78,69.2,110959,Nvidia,9300M GS,638.0,0.54,2046.0,0.256,64.0,550.0,700.0,4.0,4.0,No,MXM-I,GDDR3,G98
373,Nvidia,GTX 1660,79,68.7,220505,Nvidia,Quadro NVS 160M,639.0,0.53,1471.0,0.256,64.0,580.0,700.0,4.0,4.0,No,MXM-I,GDDR3,G98
374,Gigabyte,Gigabyte GTX 1660 6GB OC,79,68.7,220505,Nvidia,7600 GS,640.0,0.53,1213.0,0.256,128.0,400.0,400.0,12.0,8.0,No,PCIe 1.0 x16,DDR2,G73
