,Brand,Model,Rank,Benchmark,Samples,Brand,Model,Rank,Benchmark,Samples,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip
933,AMD,FirePro M4000,328,6.99,1459,,,,,,,,,,,,,,,
934,Nvidia,GT 640,329,6.99,34672,,,,,,,,,,,,,,,
935,Intel,Iris 540 (Mobile Skylake),330,6.99,4691,,,,,,,,,,,,,,,
936,AMD,Mobility Radeon HD 5850,331,6.93,1222,,,,,,,,,,,,,,,
937,Nvidia,Quadro FX 3800M,332,6.9,383,,,,,,,,,,,,,,,
938,Nvidia,GT 650M,333,6.85,13302,,,,,,,,,,,,,,,
939,Nvidia,Quadro 4000,334,6.79,14231,,,,,,,,,,,,,,,
940,Nvidia,830M,335,6.69,1247,,,,,,,,,,,,,,,
941,AMD,Radeon R7 Graphics,336,6.58,25018,,,,,,,,,,,,,,,
942,Nvidia,Quadro FX 3800,337,6.55,3682,,,,,,,,,,,,,,,
943,ATI,FirePro M7740,338,6.53,218,,,,,,,,,,,,,,,
944,AMD,Radeon  530,339,6.5,3134,,,,,,,,,,,,,,,
945,Nvidia,GTS 240,340,6.49,1065,,,,,,,,,,,,,,,
946,Nvidia,GTX 285M,341,6.47,127,,,,,,,,,,,,,,,
947,AMD,Radeon HD 8570,342,6.4,3519,,,,,,,,,,,,,,,
948,Nvidia,GTX 280M,343,6.38,161,,,,,,,,,,,,,,,
949,AMD,FirePro V4900,344,6.33,2151,,,,,,,,,,,,,,,
950,Intel,Iris Pro HD 6100 (Mobile),345,6.3,5611,,,,,,,,,,,,,,,
951,Nvidia,MX110,346,6.3,7212,,,,,,,,,,,,,,,
952,AMD,HD 7730,347,6.28,3147,,,,,,,,,,,,,,,
953,Nvidia,8800 Ultra,348,6.23,122,,,,,,,,,,,,,,,
954,Nvidia,Quadro 2000,349,6.13,15764,,,,,,,,,,,,,,,
955,Nvidia,8800 GT,350,6.13,5635,,,,,,,,,,,,,,,
956,Nvidia,GT 740M,351,6.12,16052,,,,,,,,,,,,,,,
957,AMD,FirePro V5900 (FireGL V),352,6.1,1609,,,,,,,,,,,,,,,
958,Nvidia,GT 635,353,5.99,3561,,,,,,,,,,,,,,,
959,Nvidia,920MX,354,5.93,8274,,,,,,,,,,,,,,,
960,Intel,HD 6000 (Mobile),355,5.91,4967,,,,,,,,,,,,,,,
961,Nvidia,Quadro K2000M,356,5.88,4220,,,,,,,,,,,,,,,
962,AMD,Radeon HD 6670,357,5.83,33247,,,,,,,,,,,,,,,
963,Nvidia,GT 545,358,5.7,2950,,,,,,,,,,,,,,,
964,Nvidia,8800 GTX,359,5.67,1488,,,,,,,,,,,,,,,
965,Intel,UHD Graphics 730,360,5.64,8025,,,,,,,,,,,,,,,
966,Nvidia,Quadro K1100M,361,5.64,4953,,,,,,,,,,,,,,,
967,AMD,Radeon HD 8650G,362,5.64,3368,,,,,,,,,,,,,,,
968,Nvidia,Quadro 3000M,363,5.62,2505,,,,,,,,,,,,,,,
969,Nvidia,Quadro FX 3700M,364,5.6,383,,,,,,,,,,,,,,,
970,AMD,R7 240,365,5.56,56184,,,,,,,,,,,,,,,
971,Nvidia,9800 GT,366,5.55,18811,,,,,,,,,,,,,,,
972,AMD,Radeon HD 6730M,367,5.51,118,,,,,,,,,,,,,,,
973,AMD,Radeon  HD 6770M,368,5.43,676,,,,,,,,,,,,,,,
974,AMD,Radeon HD 6700M,369,5.39,1869,,,,,,,,,,,,,,,
975,Nvidia,GT 640M,370,5.38,3527,,,,,,,,,,,,,,,
976,Intel,Iris Pro HD 5200 (V1 Mobile 1.15 GHz),371,5.33,1180,,,,,,,,,,,,,,,
977,AMD,Radeon HD 5670,372,5.32,16976,,,,,,,,,,,,,,,
978,AMD,Radeon HD 7670,373,5.3,3376,,,,,,,,,,,,,,,
979,Intel,UHD G1,374,5.2,66002,,,,,,,,,,,,,,,
980,AMD,Radeon HD 8670D,375,5.18,6658,,,,,,,,,,,,,,,
981,ATI,FirePro V4800 (FireGL V),376,5.17,2319,,,,,,,,,,,,,,,
982,Nvidia,Quadro 2000M,377,5.12,3141,,,,,,,,,,,,,,,
983,Intel,UHD Graphics 630 (Desktop Coffee Lake i5 i7),378,5.12,138101,,,,,,,,,,,,,,,
984,AMD,Radeon HD 7570,379,5.07,12933,,,,,,,,,,,,,,,
985,Nvidia,Quadro FX 2800M,380,5.05,1103,,,,,,,,,,,,,,,
986,Intel,Iris Pro HD 5200 (V2 Mobile 1.2 GHz),381,5.04,5300,,,,,,,,,,,,,,,
987,Nvidia,GT 730,382,5.03,164775,,,,,,,,,,,,,,,
988,ATI,Radeon HD 3870,383,5.01,1729,,,,,,,,,,,,,,,
989,Nvidia,Quadro FX 3700,384,4.99,1103,,,,,,,,,,,,,,,
990,AMD,Radeon HD 7660D,385,4.98,7522,,,,,,,,,,,,,,,
991,Intel,HD 630 (Desktop Kaby Lake),386,4.98,156516,,,,,,,,,,,,,,,
992,Nvidia,8800 GS,387,4.92,349,,,,,,,,,,,,,,,
993,AMD,Radeon HD 6750M,388,4.83,510,,,,,,,,,,,,,,,
994,Intel,UHD Graphics 620 (Mobile Kaby Lake R),389,4.83,393994,,,,,,,,,,,,,,,
995,AMD,Radeon 520,390,4.82,213,,,,,,,,,,,,,,,
996,Nvidia,GTX 260M,391,4.77,1102,,,,,,,,,,,,,,,
997,Intel,UHD Graphics 630 (Desktop Coffee Lake i3),392,4.76,34783,,,,,,,,,,,,,,,
998,AMD,Radeon HD 6570,393,4.72,22263,,,,,,,,,,,,,,,
999,Intel,HD 530 (Desktop Skylake),394,4.66,185074,,,,,,,,,,,,,,,
1000,Intel,HD P530 (Server Skylake),395,4.6,5128,,,,,,,,,,,,,,,
1001,Intel,HD 620 (Mobile Kaby Lake),396,4.59,378482,,,,,,,,,,,,,,,
1002,Intel,HD 530 (Mobile Skylake),397,4.59,194600,,,,,,,,,,,,,,,
1003,Nvidia,GT 445M,398,4.57,365,,,,,,,,,,,,,,,
1004,Nvidia,GT 555M,399,4.51,4142,,,,,,,,,,,,,,,
1005,AMD,Radeon HD 6630M,400,4.46,2453,,,,,,,,,,,,,,,
1006,AMD,RX Vega 3 (Ryzen iGPU),401,4.38,19596,,,,,,,,,,,,,,,
1007,Intel,HD 520 (Mobile Skylake),402,4.26,319225,,,,,,,,,,,,,,,
1008,Nvidia,GTS 360M,403,4.23,1259,,,,,,,,,,,,,,,
1009,AMD,Radeon HD 7660G,404,4.2,4117,,,,,,,,,,,,,,,
1010,Nvidia,GT 240,405,4.18,10558,,,,,,,,,,,,,,,
1011,ATI,Radeon HD 3800,406,4.14,3328,,,,,,,,,,,,,,,
1012,AMD,Radeon HD 5570,407,4.12,11383,,,,,,,,,,,,,,,
1013,ATI,Mobility Radeon HD 3870-X2 (Crossfire Disabled),408,4.1,143,,,,,,,,,,,,,,,
1014,AMD,Mobility Radeon HD 5730,409,4.08,2564,,,,,,,,,,,,,,,
1015,Nvidia,8800 GTS,410,4.06,3161,,,,,,,,,,,,,,,
1016,AMD,Radeon HD 7600M,411,4.04,7568,,,,,,,,,,,,,,,
1017,Nvidia,GT 230,412,4.01,1423,,,,,,,,,,,,,,,
1018,AMD,Radeon HD 7670M,413,3.99,920,,,,,,,,,,,,,,,
1019,Nvidia,GT 440,414,3.95,13989,,,,,,,,,,,,,,,
1020,Nvidia,9600 GT,415,3.94,20282,,,,,,,,,,,,,,,
1021,Nvidia,Quadro FX 4600,416,3.94,1235,,,,,,,,,,,,,,,
1022,Nvidia,820M,417,3.89,8870,,,,,,,,,,,,,,,
1023,Nvidia,GT 720,418,3.82,16117,,,,,,,,,,,,,,,
1024,Nvidia,GT 630,419,3.78,59096,,,,,,,,,,,,,,,
1025,Nvidia,NVS 5400M,420,3.75,1599,,,,,,,,,,,,,,,
1026,Intel,HD 5500 (Mobile 0.95 GHz),421,3.72,223239,,,,,,,,,,,,,,,
1027,Nvidia,9800M GTS,422,3.71,351,,,,,,,,,,,,,,,
1028,Intel,Iris Pro HD 5100 (Mobile 1.1 GHz),423,3.68,4387,,,,,,,,,,,,,,,
1029,ATI,Mobility Radeon HD 4670,424,3.67,2155,,,,,,,,,,,,,,,
1030,AMD,Radeon HD 8570D,425,3.66,8028,,,,,,,,,,,,,,,
1031,Nvidia,GT 720M,426,3.66,4571,,,,,,,,,,,,,,,
1032,Nvidia,GT 550M,427,3.58,929,,,,,,,,,,,,,,,
1033,Nvidia,710M,428,3.55,2228,,,,,,,,,,,,,,,
1034,AMD,Radeon HD 7500M,429,3.54,12529,,,,,,,,,,,,,,,
1035,Nvidia,GT620M,430,3.53,880,,,,,,,,,,,,,,,
1036,AMD,Radeon HD 7650M,431,3.53,532,,,,,,,,,,,,,,,
1037,AMD,Radeon HD 8610G,432,3.52,5548,,,,,,,,,,,,,,,
1038,AMD,Radeon HD 7560D,433,3.5,9479,,,,,,,,,,,,,,,
1039,Nvidia,Quadro K600,434,3.5,8792,,,,,,,,,,,,,,,
1040,AMD,Radeon HD 6550D,435,3.48,3964,,,,,,,,,,,,,,,
1041,Nvidia,Quadro K1000M,436,3.48,3965,,,,,,,,,,,,,,,
1042,Nvidia,GT 635M,437,3.47,3034,,,,,,,,,,,,,,,
1043,Intel,HD 615 (Mobile Kaby Lake),438,3.45,10646,,,,,,,,,,,,,,,
1044,Nvidia,GTS 250M,439,3.44,294,,,,,,,,,,,,,,,
1045,Nvidia,Quadro FX 1800,440,3.42,6328,,,,,,,,,,,,,,,
1046,Nvidia,GT 530,441,3.41,5662,,,,,,,,,,,,,,,
1047,Nvidia,GT 430,442,3.38,19825,,,,,,,,,,,,,,,
1048,Nvidia,GT 630M,443,3.36,7356,,,,,,,,,,,,,,,
1049,Nvidia,GT 710,444,3.36,170781,,,,,,,,,,,,,,,
1050,Nvidia,GT625M,445,3.34,41,,,,,,,,,,,,,,,
1051,Nvidia,Quadro 1000M,446,3.33,6035,,,,,,,,,,,,,,,
1052,Nvidia,9800M-GS,447,3.3,227,,,,,,,,,,,,,,,
1053,Nvidia,GT 320,448,3.3,2087,,,,,,,,,,,,,,,
1054,Nvidia,NVS 5200M,449,3.27,1727,,,,,,,,,,,,,,,
1055,ATI,Radeon HD 4670,450,3.2,19856,,,,,,,,,,,,,,,
1056,Nvidia,NVS 510,451,3.19,2295,,,,,,,,,,,,,,,
1057,Nvidia,GT 435M,452,3.18,614,,,,,,,,,,,,,,,
1058,AMD,Radeon HD 6500M,453,3.18,13112,,,,,,,,,,,,,,,
1059,Nvidia,Quadro 600,454,3.16,15796,,,,,,,,,,,,,,,
1060,AMD,Radeon HD 8510G,455,3.13,2338,,,,,,,,,,,,,,,
1061,Nvidia,GT 540M,456,3.13,14391,,,,,,,,,,,,,,,
1062,Intel,HD P4000 (Server 1.25 GHz),457,3.11,761,,,,,,,,,,,,,,,
1063,AMD,Radeon HD 8550G,458,3.1,3015,,,,,,,,,,,,,,,
1064,Nvidia,Quadro FX 3600M,459,3.1,116,,,,,,,,,,,,,,,
1065,Intel,HD 515 (Mobile Skylake),460,3.09,9228,,,,,,,,,,,,,,,
1066,Intel,HD 5000 (Mobile 1.0/1.1 GHz),461,3.07,6916,,,,,,,,,,,,,,,
1067,AMD,Radeon HD 5500,462,3.06,5829,,,,,,,,,,,,,,,
1068,AMD,Radeon HD 7610M,463,3.04,309,,,,,,,,,,,,,,,
1069,AMD,Radeon HD 7640G,464,2.94,7836,,,,,,,,,,,,,,,
1070,ATI,Radeon HD 4650,465,2.89,1673,,,,,,,,,,,,,,,
1071,Intel,HD Graphics P4600,466,2.89,2141,,,,,,,,,,,,,,,
1072,Intel,HD 4000 (Desktop 1.15 GHz),467,2.83,54064,,,,,,,,,,,,,,,
1073,AMD,Radeon HD 8470D,468,2.82,8421,,,,,,,,,,,,,,,
1074,ATI,Mobility Radeon HD 4650,469,2.8,4472,,,,,,,,,,,,,,,
1075,AMD,Radeon HD 6620G,470,2.78,3357,,,,,,,,,,,,,,,
1076,Nvidia,Quadro FX 1800M,471,2.78,1190,,,,,,,,,,,,,,,
1077,Intel,HD 4600 (Desktop 1.25 GHz),472,2.76,250918,,,,,,,,,,,,,,,
1078,AMD,Radeon HD 7600G,473,2.73,1657,,,,,,,,,,,,,,,
1079,Nvidia,GT 335M,474,2.72,924,,,,,,,,,,,,,,,
1080,Intel,HD 4600 (Mobile 1.15 GHz),475,2.71,251449,,,,,,,,,,,,,,,
1081,Nvidia,GT 425M,476,2.7,2997,,,,,,,,,,,,,,,
1082,AMD,Radeon HD 7540D,477,2.67,4371,,,,,,,,,,,,,,,
1083,Nvidia,Quadro FX 2700M,478,2.62,798,,,,,,,,,,,,,,,
1084,Intel,HD 4000 (Mobile 1.25 GHz),479,2.6,405101,,,,,,,,,,,,,,,
1085,Intel, HD 610 (Desktop Kaby Lake),480,2.57,13834,,,,,,,,,,,,,,,
1086,Nvidia,GT 525M,481,2.56,8884,,,,,,,,,,,,,,,
1087,Nvidia,GT 130,482,2.53,236,,,,,,,,,,,,,,,
1088,Nvidia,GT 420M,483,2.45,1915,,,,,,,,,,,,,,,
1089,Intel,HD 4400 (Desktop 1.15 GHz),484,2.43,55937,,,,,,,,,,,,,,,
1090,Intel,Core M HD 5300,485,2.41,6994,,,,,,,,,,,,,,,
1091,AMD,Radeon HD 7520G,486,2.4,4871,,,,,,,,,,,,,,,
1092,Intel,HD 510 (Desktop Skylake),487,2.32,15960,,,,,,,,,,,,,,,
1093,AMD,Radeon HD 6530D,488,2.31,4689,,,,,,,,,,,,,,,
1094,Nvidia,GT 220,489,2.29,18689,,,,,,,,,,,,,,,
1095,Intel,HD 4400 (Mobile 1.0/1.1 GHz),490,2.22,274655,,,,,,,,,,,,,,,
1096,Nvidia,GT 620,491,2.21,16566,,,,,,,,,,,,,,,
1097,Nvidia,GT 330M,492,2.16,7624,,,,,,,,,,,,,,,
1098,AMD,Radeon HD 6520G,493,2.14,8023,,,,,,,,,,,,,,,
1099,Nvidia,NVS 5100M,494,2.13,1887,,,,,,,,,,,,,,,
1100,Nvidia,GT 240M,495,2.13,2412,,,,,,,,,,,,,,,
1101,Nvidia,Quadro FX 880M,496,2.11,4649,,,,,,,,,,,,,,,
1102,Intel,UHD Graphics 605,497,2.1,13868,,,,,,,,,,,,,,,
1103,Nvidia,GT 520MX,498,2.07,1569,,,,,,,,,,,,,,,
1104,AMD,Radeon HD 7500G,499,2.05,1243,,,,,,,,,,,,,,,
1105,Nvidia,9700M GT,500,2.05,300,,,,,,,,,,,,,,,
1106,Nvidia,GT 705,501,2.0,4624,,,,,,,,,,,,,,,
1107,AMD,Radeon  HD 6490M,502,1.99,416,,,,,,,,,,,,,,,
1108,AMD,Radeon HD 7470M,503,1.98,451,,,,,,,,,,,,,,,
1109,AMD,HD 7470,504,1.97,14679,,,,,,,,,,,,,,,
1110,Nvidia,GT 130M,505,1.95,682,,,,,,,,,,,,,,,
1111,Intel,HD 3000 (Desktop V2 1.35 GHz),506,1.93,6890,,,,,,,,,,,,,,,
1112,AMD,Radeon HD 8370D,507,1.92,5290,,,,,,,,,,,,,,,
1113,Nvidia,8600 GTS,508,1.91,2643,,,,,,,,,,,,,,,
1114,AMD,Radeon R5,509,1.9,42222,,,,,,,,,,,,,,,
1115,AMD,Radeon HD 7400M,510,1.87,4713,,,,,,,,,,,,,,,
1116,AMD,Radeon HD 6470M,511,1.87,4454,,,,,,,,,,,,,,,
1117,Nvidia,GT 230M,512,1.86,2887,,,,,,,,,,,,,,,
1118,AMD,Radeon HD 7480D,513,1.86,8155,,,,,,,,,,,,,,,
1119,Nvidia,610M,514,1.86,4709,,,,,,,,,,,,,,,
1120,Nvidia,GT 520,515,1.86,14402,,,,,,,,,,,,,,,
1121,Nvidia,Quadro 400,516,1.84,1010,,,,,,,,,,,,,,,
1122,ATI,Radeon HD 2600-XT,517,1.78,1905,,,,,,,,,,,,,,,
1123,Nvidia,9500 GS,518,1.77,1398,,,,,,,,,,,,,,,
1124,Nvidia,GT 610,519,1.77,59248,,,,,,,,,,,,,,,
1125,Intel,HD 3000 (Mobile V2 1.3 GHz),520,1.76,114375,,,,,,,,,,,,,,,
1126,Nvidia,9650M-GT,521,1.75,329,,,,,,,,,,,,,,,
1127,Nvidia,GT 520M,522,1.74,5728,,,,,,,,,,,,,,,
1128,Nvidia,NVS 4200M,523,1.74,6469,,,,,,,,,,,,,,,
1129,Nvidia,Quadro FX 770M,524,1.74,844,,,,,,,,,,,,,,,
1130,Nvidia,GT 420,525,1.74,9661,,,,,,,,,,,,,,,
1131,ATI,Radeon HD 2600,526,1.73,6,,,,,,,,,,,,,,,
1132,Nvidia,320M,527,1.71,552,,,,,,,,,,,,,,,
1133,AMD,Radeon HD 7450,528,1.69,10092,,,,,,,,,,,,,,,
1134,Nvidia,GT 220M,529,1.67,960,,,,,,,,,,,,,,,
1135,AMD,Radeon HD 6480G,530,1.67,4985,,,,,,,,,,,,,,,
1136,AMD,Radeon HD 6450,531,1.66,30909,,,,,,,,,,,,,,,
1137,Intel,HD 4200 (Mobile 0.85 GHz),532,1.66,3317,,,,,,,,,,,,,,,
1138,Nvidia,Quadro FX 1600M,533,1.65,423,,,,,,,,,,,,,,,
1139,Intel,HD 3000 (Desktop V1 1.1 GHz),534,1.61,7859,,,,,,,,,,,,,,,
1140,Nvidia,9500 GT,535,1.59,27299,,,,,,,,,,,,,,,
1141,AMD,Radeon R3 Graphics,536,1.58,6172,,,,,,,,,,,,,,,
1142,AMD,Radeon HD 6410D,537,1.57,3112,,,,,,,,,,,,,,,
1143,ATI,Mobility Radeon HD 3670,538,1.56,405,,,,,,,,,,,,,,,
1144,AMD,Radeon HD 7400G,539,1.55,375,,,,,,,,,,,,,,,
1145,Intel,UHD Graphics 600,540,1.54,33075,,,,,,,,,,,,,,,
1146,AMD,Radeon HD 8400-R3,541,1.53,12368,,,,,,,,,,,,,,,
1147,Nvidia,7900 GTX,542,1.53,191,,,,,,,,,,,,,,,
1148,Intel,HD 3000 (Mobile V1 1.1/1.2 GHz),543,1.52,207383,,,,,,,,,,,,,,,
1149,Nvidia,Quadro NVS 320M,544,1.51,171,,,,,,,,,,,,,,,
1150,ATI,Mobility Radeon HD 2600-XT,545,1.49,295,,,,,,,,,,,,,,,
1151,Intel,HD Graphics (G4 Pentium/Celeron 1.05/1.15 GHz),546,1.46,36451,,,,,,,,,,,,,,,
1152,Nvidia,Quadro FX 580,547,1.45,5941,,,,,,,,,,,,,,,
1153,Nvidia,9600M-GS,548,1.45,1042,,,,,,,,,,,,,,,
1154,ATI,HD 3650,549,1.44,4018,,,,,,,,,,,,,,,
1155,Nvidia,9600M-GT,550,1.42,4021,,,,,,,,,,,,,,,
1156,Nvidia,8600 GT,551,1.4,7840,,,,,,,,,,,,,,,
1157,Nvidia,410M,552,1.4,4591,,,,,,,,,,,,,,,
1158,ATI,Mobility FireGL V5700,553,1.36,178,,,,,,,,,,,,,,,
1159,AMD,Radeon HD 8330,554,1.35,8962,,,,,,,,,,,,,,,
1160,Nvidia,Quadro FX 570M,555,1.33,445,,,,,,,,,,,,,,,
1161,Nvidia,GT 415M,556,1.27,85,,,,,,,,,,,,,,,
1162,Nvidia,NVS 310,557,1.26,4759,,,,,,,,,,,,,,,
1163,ATI,Radeon HD 2600-PRO,558,1.26,1815,,,,,,,,,,,,,,,
1164,Intel,HD 2500 (Desktop 1.05 GHz),559,1.23,143038,,,,,,,,,,,,,,,
1165,ATI,Mobility Radeon HD 545v,560,1.23,656,,,,,,,,,,,,,,,
1166,ATI,Mobility Radeon HD 3650,561,1.17,3287,,,,,,,,,,,,,,,
1167,Nvidia,8600M GT,562,1.17,2101,,,,,,,,,,,,,,,
1168,Nvidia,Quadro FX 1700,563,1.15,2644,,,,,,,,,,,,,,,
1169,Intel,HD Graphics (G3 Pentium/Celeron 1.0/1.1 GHz),564,1.14,29283,,,,,,,,,,,,,,,
1170,ATI,Mobility Radeon HD 4570,565,1.14,393,,,,,,,,,,,,,,,
1171,AMD,HD 8240,566,1.14,3326,,,,,,,,,,,,,,,
1172,ATI,Mobility Radeon HD 2600,567,1.12,958,,,,,,,,,,,,,,,
1173,AMD,Radeon HD 6370M,568,1.1,748,,,,,,,,,,,,,,,
1174,ATI,Mobility Radeon HD 6370,569,1.1,335,,,,,,,,,,,,,,,
1175,Nvidia,7800 GTX,570,1.06,207,,,,,,,,,,,,,,,
1176,ATI,Mobility Radeon HD 4500,571,1.06,10011,,,,,,,,,,,,,,,
1177,Nvidia,Quadro FX 4500,572,1.01,309,,,,,,,,,,,,,,,
1178,Nvidia,7900 GS,573,0.99,588,,,,,,,,,,,,,,,
1179,ATI,Radeon HD 4550,574,0.99,3265,,,,,,,,,,,,,,,
1180,Nvidia,GT 320M,575,0.95,1807,,,,,,,,,,,,,,,
1181,Nvidia,Quadro FX 3500,576,0.95,594,,,,,,,,,,,,,,,
1182,Nvidia,7800 GT,577,0.94,231,,,,,,,,,,,,,,,
1183,ATI,Mobility Radeon HD 5470,578,0.93,16176,,,,,,,,,,,,,,,
1184,Nvidia,310M,579,0.91,8427,,,,,,,,,,,,,,,
1185,AMD,Radeon HD 6300M,580,0.91,3031,,,,,,,,,,,,,,,
1186,AMD,Radeon HD 7350,581,0.9,1654,,,,,,,,,,,,,,,
1187,Nvidia,9400 GT,582,0.9,12738,,,,,,,,,,,,,,,
1188,ATI,Radeon HD 4200,583,0.9,10294,,,,,,,,,,,,,,,
1189,Nvidia,G210M,584,0.89,1372,,,,,,,,,,,,,,,
1190,ATI,Radeon HD 4300,585,0.89,15014,,,,,,,,,,,,,,,
1191,Nvidia,315M,586,0.88,3260,,,,,,,,,,,,,,,
1192,AMD,FirePro 2270,587,0.86,472,,,,,,,,,,,,,,,
1193,Nvidia,Quadro FX 380,588,0.86,1159,,,,,,,,,,,,,,,
1194,ATI,Mobility Radeon HD 4350,589,0.86,1840,,,,,,,,,,,,,,,
1195,AMD,Radeon HD 6350,590,0.85,2833,,,,,,,,,,,,,,,
1196,Nvidia,NVS 3100M,591,0.84,8765,,,,,,,,,,,,,,,
1197,ATI,Mobility Radeon HD 530v,592,0.84,249,,,,,,,,,,,,,,,
1198,ATI,Radeon HD 3200,593,0.83,5781,,,,,,,,,,,,,,,
1199,Nvidia,310,594,0.82,4099,,,,,,,,,,,,,,,
1200,AMD,Radeon HD 7340,595,0.82,3266,,,,,,,,,,,,,,,
1201,ATI,Radeon HD 5400,596,0.81,10059,,,,,,,,,,,,,,,
1202,AMD,Radeon HD 5450,597,0.81,64090,,,,,,,,,,,,,,,
1203,Nvidia,305M,598,0.81,45,,,,,,,,,,,,,,,
1204,Nvidia,G210,599,0.78,3960,,,,,,,,,,,,,,,
1205,ATI,Mobility Radeon HD 4300,600,0.78,2770,,,,,,,,,,,,,,,
1206,Nvidia,NVS 300,601,0.77,2470,,,,,,,,,,,,,,,
1207,Nvidia,210,602,0.77,63076,,,,,,,,,,,,,,,
1208,Nvidia,Go 7900,603,0.77,122,,,,,,,,,,,,,,,
1209,AMD,HD 8210,604,0.76,4684,,,,,,,,,,,,,,,
1210,ATI,Radeon HD 4250,605,0.76,5677,,,,,,,,,,,,,,,
1211,AMD,Radeon HD 6320,606,0.76,8534,,,,,,,,,,,,,,,
1212,Nvidia,8400 GS,607,0.75,18976,,,,,,,,,,,,,,,
1213,ATI,Mobility Radeon HD 4250,608,0.73,11030,,,,,,,,,,,,,,,
1214,Nvidia,8600M GS,609,0.73,898,,,,,,,,,,,,,,,
1215,Nvidia,9400M,610,0.73,599,,,,,,,,,,,,,,,
1216,ATI,Radeon 3000 Graphics,611,0.71,22207,,,,,,,,,,,,,,,
1217,Nvidia,7600 GT,612,0.7,1214,,,,,,,,,,,,,,,
1218,Nvidia,Quadro NVS 295,613,0.69,1000,,,,,,,,,,,,,,,
1219,ATI,Radeon HD 4290,614,0.69,1046,,,,,,,,,,,,,,,
1220,Intel,HD 2000 (Desktop 1.1 GHz),615,0.68,143729,,,,,,,,,,,,,,,
1221,Intel,HD Graphics (G2 Pentium/Celeron 1.1/1.15 GHz),616,0.67,38296,,,,,,,,,,,,,,,
1222,AMD,Radeon HD 6310,617,0.67,13006,,,,,,,,,,,,,,,
1223,Nvidia,7800 GS,618,0.66,41,,,,,,,,,,,,,,,
1224,Nvidia,8500 GT,619,0.66,4617,,,,,,,,,,,,,,,
1225,Nvidia,ION,620,0.65,1633,,,,,,,,,,,,,,,
1226,AMD,Radeon HD 7310,621,0.65,7836,,,,,,,,,,,,,,,
1227,ATI,Radeon HD 3450,622,0.64,4640,,,,,,,,,,,,,,,
1228,Nvidia,Quadro FX 570,623,0.64,1367,,,,,,,,,,,,,,,
1229,Nvidia,8400M GT,624,0.64,371,,,,,,,,,,,,,,,
1230,Intel,HD Graphics (Clarkdale 0.733/0.9 GHz),625,0.64,16172,,,,,,,,,,,,,,,
1231,ATI,Mobility Radeon HD 3400,626,0.62,6569,,,,,,,,,,,,,,,
1232,ATI,Radeon HD 3300,627,0.62,911,,,,,,,,,,,,,,,
1233,Intel,HD Graphics (Bay Trail 0.667 - 0.854 GHz),628,0.62,89802,,,,,,,,,,,,,,,
1234,Nvidia,G105M,629,0.61,2388,,,,,,,,,,,,,,,
1235,Intel,Q45/Q43 Express Chipset,630,0.58,15736,,,,,,,,,,,,,,,
1236,Intel,G45/G43 Express Chipset,631,0.57,6510,,,,,,,,,,,,,,,
1237,AMD,Radeon HD 6250M,632,0.57,47,,,,,,,,,,,,,,,
1238,Nvidia,Quadro FX 1500,633,0.57,499,,,,,,,,,,,,,,,
1239,ATI,Radeon HD 2400-PRO,634,0.56,2936,,,,,,,,,,,,,,,
1240,Nvidia,Quadro NVS 290,635,0.56,1546,,,,,,,,,,,,,,,
1241,Intel,G41 Express Chipset,636,0.56,31162,,,,,,,,,,,,,,,
1242,Nvidia,Quadro NVS 140M,637,0.55,885,,,,,,,,,,,,,,,
1243,Nvidia,9300M GS,638,0.54,2046,,,,,,,,,,,,,,,
1244,Nvidia,Quadro NVS 160M,639,0.53,1471,,,,,,,,,,,,,,,
1245,Nvidia,7600 GS,640,0.53,1213,,,,,,,,,,,,,,,
1246,AMD,Radeon HD 6290,641,0.52,2401,,,,,,,,,,,,,,,
1247,Intel,4 Series Internal Chipset,642,0.49,991,,,,,,,,,,,,,,,
1248,Nvidia,8400M GS,643,0.49,2312,,,,,,,,,,,,,,,
1249,Nvidia,9200M GS,644,0.49,1060,,,,,,,,,,,,,,,
1250,Nvidia,Quadro NVS 450,645,0.49,584,,,,,,,,,,,,,,,
1251,AMD,Radeon HD 6250,646,0.49,1598,,,,,,,,,,,,,,,
1252,Nvidia,9300 GS,647,0.48,442,,,,,,,,,,,,,,,
1253,Intel,HD Graphics (Arrandale 0.667/0.766 GHz),648,0.48,94280,,,,,,,,,,,,,,,
1254,AMD,Radeon X1650,649,0.48,727,,,,,,,,,,,,,,,
1255,Nvidia,8200,650,0.47,1024,,,,,,,,,,,,,,,
1256,ATI,FirePro 2260,651,0.45,368,,,,,,,,,,,,,,,
1257,Intel,Mobile Series 4 Express Chipset Family,652,0.45,25180,,,,,,,,,,,,,,,
1258,ATI,Mobility Radeon HD 2400,653,0.43,633,,,,,,,,,,,,,,,
1259,ATI,Radeon 3100 Graphics,654,0.42,1219,,,,,,,,,,,,,,,
1260,AMD,Radeon X1600,655,0.4,1015,,,,,,,,,,,,,,,
1261,Nvidia,Quadro FX 3450/4000 SDI,656,0.37,416,,,,,,,,,,,,,,,
1262,Nvidia,Go 7600,657,0.37,396,,,,,,,,,,,,,,,
1263,Nvidia,7300 GT,658,0.35,1545,,,,,,,,,,,,,,,
1264,ATI,Mobility Radeon X1600,659,0.33,428,,,,,,,,,,,,,,,
