Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,GeForce GTX 1070 GAMING 8G,MSI,MSI GTX 1070 8GB Gaming,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,DUAL-GTX1070-O8G,Asus,Asus GTX 1070 8GB Dual OC,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-5173-KR,EVGA,EVGA GTX 1070 8GB SC Gaming ACX 3.0,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6171-KR,EVGA,EVGA GTX 1070 8GB Gaming ACX 3.0,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6274-KR,EVGA,EVGA GTX 1070 8GB FTW DT Gaming,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,426018336-3682,Gainward,Gainward GTX 1070 8GB Phoenix GS,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070XTREME-8GD,Gigabyte,Gigabyte GTX 1070 8GB XTREME,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,TURBO-GTX1070-8G,Asus,Asus GTX 1070 8GB Turbo,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 SEA HAWK X,MSI,MSI GTX 1070 8GB SEA HAWK X,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070IXOC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Mini ITX OC,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6676-KR,EVGA,EVGA GTX 1070 8GB FTW2,64,79.8,1286823,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,,AMD,RX 6700M,65,79.5,62,https://gpu.userbenchmark.com/SpeedTest/1672103/AMD-Radeon-RX-6700M
GPU,,Nvidia,RTX 2070 (Mobile Max-Q),66,78.6,9581,https://gpu.userbenchmark.com/SpeedTest/703511/NVIDIA-GeForce-RTX-2070-with-Max-Q-Design
GPU,,Nvidia,GTX 1080 (Mobile Max-Q),67,78.1,3126,https://gpu.userbenchmark.com/SpeedTest/308045/NVIDIA-GeForce-GTX-1080-with-Max-Q-Design
GPU,,Nvidia,GTX Titan X,68,76.9,18905,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,12G-P4-2992-KR,EVGA,EVGA GTX TITAN X 12GB SC,68,76.9,18905,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,GTXTITANX-12GD5,Asus,ASUS GTX TITAN X 12GB,68,76.9,18905,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,12G-P4-2990-KR,EVGA,EVGA GTX TITAN X 12GB,68,76.9,18905,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,,Nvidia,GTX 1660-Ti,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GTX 1660 TI VENTUS XS 6G OC,MSI,MSI GTX 1660 Ti 6GB Ventus XS OC,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,06G-P4-1261-KR,EVGA,EVGA GTX 1660 Ti 6GB Black Gaming,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GTX 1660 TI GAMING X 6G,MSI,MSI GTX 1660 Ti 6GB Gaming X,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,DUAL-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Dual,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,06G-P4-1263-KR,EVGA,EVGA GTX 1660 Ti 6GB XC Gaming,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GV-N166TWF2OC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB Windforce OC,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GV-N166TOC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB OC,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,PH-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Phoenix,69,76.2,320515,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,,AMD,RX 6600,70,76.2,18320,https://gpu.userbenchmark.com/AMD-RX-6600/Rating/4128
GPU,DUAL-RX6600-8G,Asus,Asus RX 6600 8GB Dual,70,76.2,18320,https://gpu.userbenchmark.com/AMD-RX-6600/Rating/4128
GPU,RX-66XL8LFDQ,XFX,XFX RX 6600 8GB Speedster SWFT 210,70,76.2,18320,https://gpu.userbenchmark.com/AMD-RX-6600/Rating/4128
GPU,GV-R66EAGLE-8GD,Gigabyte,Gigabyte RX 6600 8GB Eagle,70,76.2,18320,https://gpu.userbenchmark.com/AMD-RX-6600/Rating/4128
GPU,RX 6600 MECH 2X 8G,MSI,MSI RX 6600 8GB Mech 2X OC,70,76.2,18320,https://gpu.userbenchmark.com/AMD-RX-6600/Rating/4128
GPU,11310-01-20G,Sapphire,Sapphire RX 6600 8GB Pulse,70,76.2,18320,https://gpu.userbenchmark.com/AMD-RX-6600/Rating/4128
GPU,‎AXRX 6600 8GBD6-3DHL,PowerColor,PowerColor RX 6600 8GB Hellhound,70,76.2,18320,https://gpu.userbenchmark.com/AMD-RX-6600/Rating/4128
GPU,AXRX 6600 8GBD6-3DH,PowerColor,PowerColor RX 6600 8GB Fighter,70,76.2,18320,https://gpu.userbenchmark.com/AMD-RX-6600/Rating/4128
GPU,,Nvidia,Quadro M6000 24GB,71,75.3,336,https://gpu.userbenchmark.com/SpeedTest/145751/NVIDIA-Quadro-M6000-24GB
GPU,,Nvidia,Quadro M6000,72,73.3,596,https://gpu.userbenchmark.com/SpeedTest/36278/NVIDIA-Quadro-M6000
GPU,,Nvidia,RTX 3050,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU, ROG-STRIX-RTX3050-O8G-GAMING,Asus,Asus RTX 3050 8GB ROG Strix OC,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,PH-RTX3050-8G,Asus,Asus RTX 3050 8GB Phoenix,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,‎DUAL-RTX3050-O8G,Asus,Asus RTX 3050 8GB Dual OC,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,‎GV-N3050GAMING OC-8GD,Gigabyte,Gigabyte RTX 3050 8GB Gaming OC,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,V397-418R,MSI,MSI RTX 3050 8GB Ventus 2X OC,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,08G-P5-3553-KR,EVGA,EVGA RTX 3050 8GB XC Gaming,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,ZT-A30500H-10M,Zotac,Zotac RTX 3050 8GB Twin Edge OC,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,V397-421R,MSI,MSI RTX 3050 8GB Gaming X,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,‎GV-N3050EAGLE OC-8GD,Gigabyte,Gigabyte RTX 3050 8GB Eagle OC,73,72.9,22587,https://gpu.userbenchmark.com/Nvidia-RTX-3050/Rating/4127
GPU,,AMD,RX 6700S (Laptop),74,71.6,249,https://gpu.userbenchmark.com/SpeedTest/1797618/AMD-Radeon-RX-6700S
GPU,,Nvidia,GTX 1070 (Mobile),75,71.1,99495,https://gpu.userbenchmark.com/SpeedTest/164129/NVIDIA-GeForce-GTX-1070
GPU,,AMD,RX 6600M,76,70.9,341,https://gpu.userbenchmark.com/SpeedTest/1604159/AMD-Radeon-RX-6600M
GPU,,Nvidia,GTX 1660S (Super),77,70.5,404070,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GTX 1660 Super Ventus XS OC,MSI,MSI GTX 1660 Super 6GB Ventus XS OC,77,70.5,404070,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GV-N166SOC-6GD,Gigabyte,Gigabyte GTX 1660 Super 6GB OC,77,70.5,404070,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,06G-P4-1068-KR,EVGA,EVGA GTX 1660 Super 6GB SC Ultra Gaming,77,70.5,404070,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,ZT-T16620F-10L,Zotac,Zotac GTX 1660 Super 6GB Compact,77,70.5,404070,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GTX 1660 Super Gaming X,MSI,MSI GTX 1660 Super 6GB Gaming X,77,70.5,404070,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,DUAL-GTX1660S-O6G-EVO,Asus,Asus GTX 1660 Super 6GB Dual Evo,77,70.5,404070,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,TUF-GTX1660S-O6G-GAMING,Asus,Asus GTX 1660 Super 6GB TUF Gaming,77,70.5,404070,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,,Nvidia,RTX 2060 (Mobile),78,69.2,110959,https://gpu.userbenchmark.com/SpeedTest/701609/NVIDIA-GeForce-RTX-2060
GPU,,Nvidia,GTX 1660,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GV-N1660OC-6GD,Gigabyte,Gigabyte GTX 1660 6GB OC,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1167-KR,EVGA,EVGA GTX 1660 6GB XC Ultra Gaming,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GTX 1660 Ventus XS 6G OC,MSI,MSI GTX 1660 6GB Ventus XS OC,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GTX 1660 Gaming X 6G,MSI,MSI GTX 1660 6GB Gaming X,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1161-KR,EVGA,EVGA GTX 1660 6GB XC Black,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,PH-GTX1660-O6G,Asus,Asus GTX 1660 6GB Phoenix,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GV-N1660GAMING OC-6GD,Gigabyte,Gigabyte GTX 1660 6GB Gaming OC,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,ZT-T16600F-10L,Zotac,Zotac GTX 1660 6GB Compact,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,ZT-T16600K-10M,Zotac,Zotac GTX 1660 6GB Gaming Compact,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1067-KR,EVGA,EVGA GTX 1660 6GB  SC Ultra Dual,79,68.7,220505,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,,Nvidia,Quadro P4000,80,67,11776,https://gpu.userbenchmark.com/SpeedTest/250990/NVIDIA-Quadro-P4000
GPU,,AMD,R9 Fury-X,81,65.1,8776,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,R9-FURY-4QFA,AMD,XFX R9 FURY X 4GB,81,65.1,8776,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,21246-00-40G,AMD,Sapphire R9 Fury X 4GB ,81,65.1,8776,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,GV-R9FURYX-4GD-B,AMD,Gigabyte R9 Fury X 4GB,81,65.1,8776,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,,Nvidia,Quadro P5000-M (Mobile),82,65,646,https://gpu.userbenchmark.com/SpeedTest/249248/NVIDIA-Quadro-P5000
GPU,,Nvidia,GTX 1660-Ti (Mobile),83,64.5,77861,https://gpu.userbenchmark.com/SpeedTest/776281/NVIDIA-GeForce-GTX-1660-Ti
GPU,,AMD,R9 Fury,84,62.9,16988,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,11247-00-40G,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,84,62.9,16988,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,100379NTOC+SR,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,84,62.9,16988,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,STRIX-R9FURY-DC3-4G-GAMING,Asus,Asus R9 Fury 4GB Gaming,84,62.9,16988,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,R9-FURY-4TF9,XFX,XFX R9 Fury 4GB,84,62.9,16988,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,11247-03-40G,Sapphire,Sapphire R9 Fury 4GB NITRO,84,62.9,16988,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,,Nvidia,GTX 980,85,60.6,170996,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,04G-P4-2983-KR,EVGA,EVGA GTX 980 4GB SC ACX 2.0,85,60.6,170996,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,GTX 980 GAMING 4G,MSI,MSI GTX 980 4GB GAMING,85,60.6,170996,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,STRIX-GTX980-DC2OC-4GD5,Asus,ASUS GTX 980 4GB STRIX OC,85,60.6,170996,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,,Nvidia,GTX 1070 (Mobile Max-Q),86,60.2,8182,https://gpu.userbenchmark.com/SpeedTest/301524/NVIDIA-GeForce-GTX-1070-with-Max-Q-Design
GPU,,AMD,RX 590,87,60,119752,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,RX-590P8DFD6,XFX,XFX RX 590 8GB Fatboy OC+,87,60,119752,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,11289-01-20G,Sapphire,Sapphire RX 590 8GB Nitro+,87,60,119752,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,AXRX 590 8GBD5-DHD,PowerColor,PowerColor RX 590 8GB Red Dragon,87,60,119752,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,AXRX 590 8GBD5-3DH/OC,PowerColor,PowerColor RX 590 8GB Red Devil,87,60,119752,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,RADEON RX 590 ARMOR 8G OC,MSI,MSI RX 590 8GB Armor OC,87,60,119752,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,GV-RX590GAMING-8GD,Gigabyte,Gigabyte RX 590 8GB Gaming,87,60,119752,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,11289-06-20G,Sapphire,Sapphire RX 590 8GB Pulse,87,60,119752,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,,Nvidia,GTX 1650S (Super),88,59.7,162472,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,ZT-T16510F-10L,Zotac,Zotac GTX 1650 Super 4GB Gaming,88,59.7,162472,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,TUF-GTX1650S-O4G-GAMING,Asus,Asus GTX 1650 Super 4GB TUF Gaming,88,59.7,162472,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,04G-P4-1357-KR,EVGA,EVGA GTX 1650 Super 4GB SC Ultra,88,59.7,162472,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GTX 1650 Super Ventus XS OC,MSI,MSI GTX 1650 Super 4GB Ventus XS,88,59.7,162472,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GV-N165SWF2OC-4GD,Gigabyte,Gigabyte GTX 1650 Super 4GB 2x Windforce,88,59.7,162472,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GTX 1650 Super Gaming X,MSI,MSI GTX 1650 Super 4GB Gaming X,88,59.7,162472,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,PH-GTX1650S-O4G,Asus,Asus GTX 1650 Super 4GB Phoenix,88,59.7,162472,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,,Nvidia,RTX 3050-Ti (Laptop),89,58.2,13192,https://gpu.userbenchmark.com/SpeedTest/1559532/NVIDIA-GeForce-RTX-3050-Ti-Laptop-GPU
GPU,,Nvidia,GTX Titan Z (SLI Disabled),90,57.7,566,https://gpu.userbenchmark.com/SpeedTest/17751/NVIDIA-GeForce-GTX-TITAN-Z
GPU,,Nvidia,GTX 1060-6GB,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,06G-P4-6161-KR,EVGA,EVGA GTX 1060 6GB Gaming,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,06G-P4-6163-KR,EVGA,EVGA GTX 1060 6GB Gaming SC,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GV-N1060G1GAMING-6GD,Gigabyte,Gigabyte GTX 1060 6GB G1 Gaming,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,ZT-P10600B-10M,Zotac,Zotac GTX 1060 6GB AMP,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,ZT-P10600A-10L,Zotac,Zotac GTX 1060 6GB Mini,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GeForce GTX 1060 GAMING X 6G,MSI,MSI GTX 1060 6GB Gaming X,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,DUAL-GTX1060-O6G,Asus,Asus GTX 1060 6GB Dual OC,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GV-N1060WF2OC-6GD,Gigabyte,Gigabyte GTX 1060 6GB Windforce OC,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,STRIX-GTX1060-O6G-GAMING,Asus,Asus GTX 1060 6GB ROG STRIX OC,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,TURBO-GTX1060-6G,Asus,Asus GTX 1060 6GB TURBO,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,426018336-3736,Gainward, Gainward GTX 1060 6GB Pheonix GS,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GeForce GTX 1060 ARMOR 6G OC,MSI,MSI GTX 1060 6G Armor OC,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GTX 1060 ARMOR 6G OCV1,MSI,MSI GTX 1060 6G Armor OCV1,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,STRIX-GTX1060-6G-GAMING,Asus,Asus GTX 1060 6GB ROG STRIX,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,VCGGTX10606PB,PNY,PNY GTX 1060 6GB,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,VCGGTX10606XGPB-OC,PNY,PNY GTX 1060 6GB OC,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GV-N1060XTREME-6GD,Gigabyte,Gigabyte GTX 1060 6GB Xtreme Gaming,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,06G-P4-6267-KR,EVGA,EVGA GTX 1060 6GB Gaming SSC,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GV-N1060G1GAM-6GD R2,Gigabyte,Gigabyte GTX 1060 6GB G1 Gaming R2,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GeForce GTX 1060 6GT,MSI,MSI GTX 1060 6GB 6GT OCV1,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,GTX 1060 GAMING 6G,MSI,MSI GTX 1060 6GB Gaming,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,DUAL-GTX1060-O6G,Asus,Asus GTX 1060 6GB Dual OC,91,57,1387999,https://gpu.userbenchmark.com/Nvidia-GTX-1060-6GB/Rating/3639
GPU,,Nvidia,GTX 1660-Ti (Mobile Max-Q),92,56.8,13791,https://gpu.userbenchmark.com/SpeedTest/789578/NVIDIA-GeForce-GTX-1660-Ti-with-Max-Q-Design
GPU,,Nvidia,GTX 780-Ti,93,55.4,32587,https://gpu.userbenchmark.com/Nvidia-GTX-780-Ti/Rating/2165
GPU,,AMD,R9 Nano,94,55.3,494,https://gpu.userbenchmark.com/SpeedTest/58413/AMD-Radeon-TM-R9-Fury
GPU,R9NANO-4GB,Asus,Asus R9 Nano 4GB,94,55.3,494,https://gpu.userbenchmark.com/SpeedTest/58413/AMD-Radeon-TM-R9-Fury
GPU,R9NANO-4G-WHITE,Asus,Asus R9 Nano 4GB White,94,55.3,494,https://gpu.userbenchmark.com/SpeedTest/58413/AMD-Radeon-TM-R9-Fury
GPU,GV-R9NANO-4GD-B,Gigabyte,Gigabyte R9 Nano 4GB,94,55.3,494,https://gpu.userbenchmark.com/SpeedTest/58413/AMD-Radeon-TM-R9-Fury
GPU,,AMD,R9 390X,95,55,25249,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,R9 390X GAMING 8G,MSI,MSI R9 390X 8GB Gaming,95,55,25249,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,11241-00-20G,Sapphire,Sapphire R9 390X 8GB TRIPLE Tri-X OC,95,55,25249,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,GV-R939XG1 GAMING-8GD,Gigabyte,Gigabyte R9 390X 8GB G1 Gaming,95,55,25249,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,R9-390X-F28M,XFX,XFX R9 390X 8GB Double Dissipation,95,55,25249,https://gpu.userbenchmark.com/AMD-R9-390X/Rating/3497
GPU,,AMD,RX 580,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX 580 GAMING X 8G,MSI,MSI RX 580 8GB Gaming X,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX 580 GAMING X 4G,MSI,MSI RX 580 4GB Gaming X,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,GV-RX580XTRAORUS-8GD,Gigabyte,Gigabyte RX 580 8GB AORUS XTR,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX 580 ARMOR 8G OC,MSI,MSI RX 580  8GB Armor OC,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX 580 ARMOR 4G OC,MSI,MSI RX 580  4GB Armor OC,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,ROG-STRIX-RX580-O8G-GAMING,Asus,Asus RX 580 8GB ROG Strix,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,GV-RX580GAMING-8GD,Gigabyte,Gigabyte RX 580 8GB Gaming,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,GV-RX580AORUS-8GD,Gigabyte,Gigabyte RX 580 8GB AORUS,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,11265-05-20G,Sapphire,Sapphire RX 580 8GB Pulse,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX-580P4DFD6,XFX,XFX RX 580 4GB OC+,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX-580P8DFD6,XFX,XFX RX 580 8GB OC+,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX-580P8DBD6,XFX,XFX RX 580 8GB Black OC+,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,RX-580P8DFD6,XFX,XFX RX 580 8GB GTS XXX,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,AXRX 580 8GBD5-3DHDV2/OC,PowerColor,PowerColor RX 580 8GB Red Dragon V2,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,11265-01-20G,Sapphire,Sapphire RX 580 8GB Pulse Nitro+ RX,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,DUAL RX 580 4GB OC,Asus,Asus RX 580 4GB Dual OC,96,54.7,853084,https://gpu.userbenchmark.com/AMD-RX-580/Rating/3923
GPU,,Nvidia,RTX 3050 (Laptop),97,53.7,3568,https://gpu.userbenchmark.com/SpeedTest/1570008/NVIDIA-GeForce-RTX-3050-Laptop-GPU
GPU,,AMD,RX 5500-XT,98,53,23113,https://gpu.userbenchmark.com/AMD-RX-5500-XT/Rating/4060
GPU,RX-55XT8DFD6,XFX,XFX RX 5600 XT 8GB Thicc II PRO,98,53,23113,https://gpu.userbenchmark.com/AMD-RX-5500-XT/Rating/4060
GPU,,AMD,R9 290X,99,52.7,35262,https://gpu.userbenchmark.com/AMD-R9-290X/Rating/2166
GPU,11226-00-40G,Sapphire,Sapphire R9 290X 4GB TRI-X OC,99,52.7,35262,https://gpu.userbenchmark.com/AMD-R9-290X/Rating/2166
GPU,R9290X-DC2OC-4GD5,Asus,Asus R9 290X 4GB DirectCU II,99,52.7,35262,https://gpu.userbenchmark.com/AMD-R9-290X/Rating/2166
GPU,R9290XEDFD,XFX,XFX R9 290X 4GB Double Dissipation,99,52.7,35262,https://gpu.userbenchmark.com/AMD-R9-290X/Rating/2166
GPU,,Nvidia,GTX 1060-3GB,100,52.7,586807,https://gpu.userbenchmark.com/Nvidia-GTX-1060-3GB/Rating/3646
